lotNumber,vendor,name,vendorItemNo,quantity,price,type
8676P,AQ,polyethylene glycol-400 0.4% + propylene glycol 0.3% eye drops; 15 mL,Systane,1,3.21,Medication
8677Q,VF,amino acid formula with vitamins and minerals without methionine powder for oral liquid; 30 x 24 g sachets,HCU gel,4,467.4,Medication
8678R,SB,amino acid formula without phenylalanine 1 g tablet; 75,Phlexy-10,24,51.3,Medication
8679T,AL,lercanidipine hydrochloride 20 mg tablet; 28,Zanidip,28,3.62,Medication
8679T,TX,lercanidipine hydrochloride 20 mg tablet; 28,APO-Lercanidipine,28,3.62,Medication
8679T,AF,lercanidipine hydrochloride 20 mg tablet; 28,Zircol,28,3.62,Medication
8679T,IB,lercanidipine hydrochloride 20 mg tablet; 28,Blooms the Chemist Lercanidipine,28,3.62,Medication
8679T,SZ,lercanidipine hydrochloride 20 mg tablet; 28,Lercanidipine Sandoz,28,3.62,Medication
8679T,CH,lercanidipine hydrochloride 20 mg tablet; 28,Chem mart Lercanidipine,28,3.62,Medication
8679T,EA,lercanidipine hydrochloride 20 mg tablet; 28,Lercadip,28,3.62,Medication
8679T,TW,lercanidipine hydrochloride 20 mg tablet; 28,Terry White Chemists Lercanidipine,28,3.62,Medication
8679T,RW,lercanidipine hydrochloride 20 mg tablet; 28,Lercan,28,3.62,Medication
8679T,GQ,lercanidipine hydrochloride 20 mg tablet; 28,Lercanidipine GH,28,3.62,Medication
8679T,RA,lercanidipine hydrochloride 20 mg tablet; 28,Ledip,28,3.62,Medication
8683B,MK,eptifibatide 20 mg/10 mL injection; 10 mL vial,Integrilin,2,105.19,Medication
8684C,MK,eptifibatide 75 mg/100 mL injection; 100 mL vial,Integrilin,3,287.14,Medication
8689H,GK,rosiglitazone 4 mg tablet; 28,Avandia,28,43.96,Medication
8690J,GK,rosiglitazone 8 mg tablet; 28,Avandia,28,67.62,Medication
8694N,RF,pioglitazone 15 mg tablet; 28,Acpio 15,28,8.84,Medication
8694N,AF,pioglitazone 15 mg tablet; 28,Vexazone,28,8.84,Medication
8694N,EA,pioglitazone 15 mg tablet; 28,Pioglitazone AN,28,8.84,Medication
8694N,RW,pioglitazone 15 mg tablet; 28,Actaze,28,8.84,Medication
8694N,TK,pioglitazone 15 mg tablet; 28,Actos,28,8.84,Medication
8694N,TX,pioglitazone 15 mg tablet; 28,APOTEX-Pioglitazone,28,8.84,Medication
8694N,CH,pioglitazone 15 mg tablet; 28,Chem mart Pioglitazone,28,8.84,Medication
8694N,SZ,pioglitazone 15 mg tablet; 28,Pioglitazone Sandoz,28,8.84,Medication
8694N,TW,pioglitazone 15 mg tablet; 28,Terry White Chemists Pioglitazone,28,8.84,Medication
8694N,DO,pioglitazone 15 mg tablet; 28,Prioten 15,28,8.84,Medication
8694N,RA,pioglitazone 15 mg tablet; 28,Pizaccord,28,8.84,Medication
8695P,RF,pioglitazone 30 mg tablet; 28,Acpio 30,28,13.6,Medication
8695P,AF,pioglitazone 30 mg tablet; 28,Vexazone,28,13.6,Medication
8695P,TK,pioglitazone 30 mg tablet; 28,Actos,28,13.6,Medication
8695P,TX,pioglitazone 30 mg tablet; 28,APOTEX-Pioglitazone,28,13.6,Medication
8695P,RW,pioglitazone 30 mg tablet; 28,Actaze,28,13.6,Medication
8695P,CH,pioglitazone 30 mg tablet; 28,Chem mart Pioglitazone,28,13.6,Medication
8695P,DO,pioglitazone 30 mg tablet; 28,Prioten 30,28,13.6,Medication
8695P,TW,pioglitazone 30 mg tablet; 28,Terry White Chemists Pioglitazone,28,13.6,Medication
8695P,SZ,pioglitazone 30 mg tablet; 28,Pioglitazone Sandoz,28,13.6,Medication
8695P,EA,pioglitazone 30 mg tablet; 28,Pioglitazone AN,28,13.6,Medication
8696Q,EA,pioglitazone 45 mg tablet; 28,Pioglitazone AN,28,17.68,Medication
8696Q,RW,pioglitazone 45 mg tablet; 28,Actaze,28,17.68,Medication
8696Q,DO,pioglitazone 45 mg tablet; 28,Prioten 45,28,17.68,Medication
8696Q,CH,pioglitazone 45 mg tablet; 28,Chem mart Pioglitazone,28,17.68,Medication
8696Q,TW,pioglitazone 45 mg tablet; 28,Terry White Chemists Pioglitazone,28,17.68,Medication
8696Q,RA,pioglitazone 45 mg tablet; 28,Pizaccord,28,17.68,Medication
8696Q,SZ,pioglitazone 45 mg tablet; 28,Pioglitazone Sandoz,28,17.68,Medication
8696Q,RF,pioglitazone 45 mg tablet; 28,Acpio 45,28,17.68,Medication
8696Q,AF,pioglitazone 45 mg tablet; 28,Vexazone,28,17.68,Medication
8696Q,TK,pioglitazone 45 mg tablet; 28,Actos,28,17.68,Medication
8696Q,TX,pioglitazone 45 mg tablet; 28,APOTEX-Pioglitazone,28,17.68,Medication
8697R,AL,adrenaline 150 microgram/0.3 mL injection; 1 dose,EpiPen Jr.,1,79.99,Medication
8698T,AL,adrenaline 300 microgram/0.3 mL injection; 1 dose,EpiPen,1,79.99,Medication
8700X,ER,escitalopram 10 mg tablet; 28,Cilopam-S,28,2.35,Medication
8700X,CF,escitalopram 10 mg tablet; 28,Esipram,28,2.35,Medication
8700X,LU,escitalopram 10 mg tablet; 28,Lexapro,28,2.35,Medication
8700X,TW,escitalopram 10 mg tablet; 28,Terry White Chemists Escitalopram,28,2.35,Medication
8700X,AF,escitalopram 10 mg tablet; 28,LoxaLate,28,2.35,Medication
8700X,GQ,escitalopram 10 mg tablet; 28,Escitalopram generichealth,28,2.35,Medication
8700X,RZ,escitalopram 10 mg tablet; 28,Escitalopram-DRLA,28,2.35,Medication
8700X,SZ,escitalopram 10 mg tablet; 28,Esitalo,28,2.35,Medication
8700X,IB,escitalopram 10 mg tablet; 28,Blooms the Chemist Escitalopram,28,2.35,Medication
8700X,EA,escitalopram 10 mg tablet; 28,Escitalopram AN,28,2.35,Medication
8700X,TX,escitalopram 10 mg tablet; 28,APO-Escitalopram,28,2.35,Medication
8700X,RA,escitalopram 10 mg tablet; 28,Escicor 10,28,2.35,Medication
8700X,RW,escitalopram 10 mg tablet; 28,Lexam 10,28,2.35,Medication
8700X,CR,escitalopram 10 mg tablet; 28,Pharmacor Escitalopram 10,28,2.35,Medication
8700X,CH,escitalopram 10 mg tablet; 28,Chem mart Escitalopram,28,2.35,Medication
8701Y,IB,escitalopram 20 mg tablet; 28,Blooms the Chemist Escitalopram,28,2.38,Medication
8701Y,SZ,escitalopram 20 mg tablet; 28,Esitalo,28,2.38,Medication
8701Y,TW,escitalopram 20 mg tablet; 28,Terry White Chemists Escitalopram,28,2.38,Medication
8701Y,TX,escitalopram 20 mg tablet; 28,APO-Escitalopram,28,2.38,Medication
8701Y,CR,escitalopram 20 mg tablet; 28,Pharmacor Escitalopram 20,28,2.38,Medication
8701Y,RZ,escitalopram 20 mg tablet; 28,Escitalopram-DRLA,28,2.38,Medication
8701Y,AF,escitalopram 20 mg tablet; 28,LoxaLate,28,2.38,Medication
8701Y,RA,escitalopram 20 mg tablet; 28,Escicor 20,28,2.38,Medication
8701Y,ER,escitalopram 20 mg tablet; 28,Cilopam-S,28,2.38,Medication
8701Y,GQ,escitalopram 20 mg tablet; 28,Escitalopram generichealth,28,2.38,Medication
8701Y,CH,escitalopram 20 mg tablet; 28,Chem mart Escitalopram,28,2.38,Medication
8701Y,RW,escitalopram 20 mg tablet; 28,Lexam 20,28,2.38,Medication
8701Y,EA,escitalopram 20 mg tablet; 28,Escitalopram AN,28,2.38,Medication
8701Y,LU,escitalopram 20 mg tablet; 28,Lexapro,28,2.38,Medication
8701Y,CF,escitalopram 20 mg tablet; 28,Esipram,28,2.38,Medication
8702B,EA,citalopram 10 mg tablet; 28,Citalopram Actavis,28,0.9,Medication
8702B,AF,citalopram 10 mg tablet; 28,Celapram,28,0.9,Medication
8702B,RW,citalopram 10 mg tablet; 28,Talam,28,0.9,Medication
8702B,EF,citalopram 10 mg tablet; 28,Citalopram AN,28,0.9,Medication
8703C,ED,citalopram 40 mg tablet; 28,Citalopram Actavis,28,2.3,Medication
8703C,TX,citalopram 40 mg tablet; 28,APO-Citalopram,28,2.3,Medication
8703C,AF,citalopram 40 mg tablet; 28,Celapram,28,2.3,Medication
8703C,SZ,citalopram 40 mg tablet; 28,Citalopram Sandoz,28,2.3,Medication
8703C,DO,citalopram 40 mg tablet; 28,Auro-Citalopram 40,28,2.3,Medication
8703C,EA,citalopram 40 mg tablet; 28,Citalopram AN,28,2.3,Medication
8703C,RW,citalopram 40 mg tablet; 28,Talam,28,2.3,Medication
8704D,IB,perindopril erbumine 8 mg tablet; 30,Blooms the Chemist Perindopril,30,4.85,Medication
8704D,RW,perindopril erbumine 8 mg tablet; 30,Indosyl Mono 8,30,4.85,Medication
8704D,SZ,perindopril erbumine 8 mg tablet; 30,Idaprex 8,30,4.85,Medication
8704D,AF,perindopril erbumine 8 mg tablet; 30,Perindo,30,4.85,Medication
8704D,EA,perindopril erbumine 8 mg tablet; 30,Perindopril CH,30,4.85,Medication
8704D,GQ,perindopril erbumine 8 mg tablet; 30,Perindopril generichealth,30,4.85,Medication
8704D,TW,perindopril erbumine 8 mg tablet; 30,Terry White Chemists Perindopril,30,4.85,Medication
8704D,EF,perindopril erbumine 8 mg tablet; 30,Perindopril AN,30,4.85,Medication
8704D,ED,perindopril erbumine 8 mg tablet; 30,Perindopril Actavis 8,30,4.85,Medication
8704D,TX,perindopril erbumine 8 mg tablet; 30,APO-Perindopril,30,4.85,Medication
8704D,CH,perindopril erbumine 8 mg tablet; 30,Chem mart Perindopril,30,4.85,Medication
8705E,SZ,amoxycillin 500 mg/5 mL powder for oral liquid; 100 mL,Maxamox,1,1.68,Medication
8707G,TL,leuprorelin acetate 7.5 mg modified release injection [1 syringe] (&) inert substance diluent [1 syringe]; 1 pack,Eligard 1 month,1,349.7,Medication
8708H,TL,leuprorelin acetate 22.5 mg modified release injection [1 syringe] (&) inert substance diluent [1 syringe]; 1 pack,Eligard 3 month,1,940.5,Medication
8709J,TL,leuprorelin acetate 30 mg modified release injection [1 syringe] (&) inert substance diluent [1 syringe]; 1 pack,Eligard 4 month,1,1253.43,Medication
8710K,AS,bupropion hydrochloride 150 mg modified release tablet; 90,Zyban,90,143.52,Medication
8711L,FP,desmopressin acetate 10 microgram/actuation nasal spray; 60 actuations,Minirin Nasal Spray,2,62.09,Medication
8712M,FP,desmopressin acetate 10 microgram/actuation nasal spray; 60 actuations,Minirin Nasal Spray,1,62.09,Medication
8713N,SG,follitropin alfa 300 units (21.84 microgram)/0.5 mL injection; 0.5 mL cartridge,Gonal-f Pen,3,109.16,Medication
8714P,SG,follitropin alfa 450 units (32.76 microgram)/0.75 mL injection; 0.75 mL cartridge,Gonal-f Pen,3,163.74,Medication
8715Q,SG,follitropin alfa 900 units (65.52 microgram)/1.5 mL injection; 1.5 mL cartridge,Gonal-f Pen,2,327.48,Medication
8716R,SW,enoxaparin sodium 20 mg/0.2 mL injection; 10 x 0.2 mL syringes,Clexane,20,39.48,Medication
8717T,SZ,aripiprazole 10 mg tablet; 30,Aripiprazole Sandoz,30,98.4,Medication
8717T,OS,aripiprazole 10 mg tablet; 30,Abilify,30,98.4,Medication
8717T,GQ,aripiprazole 10 mg tablet; 30,Aripiprazole GH,30,98.4,Medication
8717T,TX,aripiprazole 10 mg tablet; 30,APO-Aripiprazole,30,98.4,Medication
8717T,TB,aripiprazole 10 mg tablet; 30,Tevaripiprazole,30,98.4,Medication
8718W,GQ,aripiprazole 15 mg tablet; 30,Aripiprazole GH,30,139.63,Medication
8718W,TX,aripiprazole 15 mg tablet; 30,APO-Aripiprazole,30,139.63,Medication
8718W,SZ,aripiprazole 15 mg tablet; 30,Aripiprazole Sandoz,30,139.63,Medication
8718W,OS,aripiprazole 15 mg tablet; 30,Abilify,30,139.63,Medication
8718W,TB,aripiprazole 15 mg tablet; 30,Tevaripiprazole,30,139.63,Medication
8719X,TX,aripiprazole 20 mg tablet; 30,APO-Aripiprazole,30,169.97,Medication
8719X,SZ,aripiprazole 20 mg tablet; 30,Aripiprazole Sandoz,30,169.97,Medication
8719X,GQ,aripiprazole 20 mg tablet; 30,Aripiprazole GH,30,169.97,Medication
8719X,OS,aripiprazole 20 mg tablet; 30,Abilify,30,169.97,Medication
8719X,TB,aripiprazole 20 mg tablet; 30,Tevaripiprazole,30,169.97,Medication
8720Y,GQ,aripiprazole 30 mg tablet; 30,Aripiprazole GH,30,207.12,Medication
8720Y,SZ,aripiprazole 30 mg tablet; 30,Aripiprazole Sandoz,30,207.12,Medication
8720Y,TB,aripiprazole 30 mg tablet; 30,Tevaripiprazole,30,207.12,Medication
8720Y,TX,aripiprazole 30 mg tablet; 30,APO-Aripiprazole,30,207.12,Medication
8720Y,OS,aripiprazole 30 mg tablet; 30,Abilify,30,207.12,Medication
8724E,PF,sirolimus 1 mg tablet; 100,Rapamune,100,687.16,Medication
8725F,PF,sirolimus 1 mg/mL oral liquid; 60 mL,Rapamune,1,444.6,Medication
8726G,TB,glatiramer acetate 20 mg/mL injection; 28 x 1 mL syringes,Copaxone,28,925.78,Medication
8727H,SB,amino acid formula with vitamins and minerals without phenylalanine powder for oral liquid; 30 x 50 g sachets,XP Maxamum,3,436.31,Medication
8728J,RO,granisetron 2 mg tablet; 1,Kytril,2,8.29,Medication
8729K,TX,granisetron 3 mg/3 mL injection; 3 mL ampoule,GRANISETRON APOTEX,1,2.42,Medication
8729K,AE,granisetron 3 mg/3 mL injection; 3 mL ampoule,Granisetron-AFT,1,2.42,Medication
8729K,RO,granisetron 3 mg/3 mL injection; 3 mL ampoule,Kytril,1,2.42,Medication
8729K,PK,granisetron 3 mg/3 mL injection; 3 mL ampoule,Granisetron Kabi,1,2.42,Medication
8730L,PK,granisetron 3 mg/3 mL injection; 3 mL ampoule,Granisetron Kabi,1,2.42,Medication
8730L,RO,granisetron 3 mg/3 mL injection; 3 mL ampoule,Kytril,1,2.42,Medication
8730L,TX,granisetron 3 mg/3 mL injection; 3 mL ampoule,GRANISETRON APOTEX,1,2.42,Medication
8730L,AE,granisetron 3 mg/3 mL injection; 3 mL ampoule,Granisetron-AFT,1,2.42,Medication
8731M,OA,mesalazine 500 mg enteric tablet; 100,Salofalk,200,120.61,Medication
8732N,RW,METOPROLOL SUCCINATE Tablet 23.75 mg (controlled release); 15,Metrol-XL 23.75,15,8.55,Medication
8732N,AF,METOPROLOL SUCCINATE Tablet 23.75 mg (controlled release); 15,Minax XL,15,8.55,Medication
8732N,AP,METOPROLOL SUCCINATE Tablet 23.75 mg (controlled release); 15,Toprol-XL 23.75,15,8.55,Medication
8733P,RW,METOPROLOL SUCCINATE Tablet 47.5 mg (controlled release); 30,Metrol-XL 47.5,30,40.37,Medication
8733P,AP,METOPROLOL SUCCINATE Tablet 47.5 mg (controlled release); 30,Toprol-XL 47.5,30,40.37,Medication
8733P,AF,METOPROLOL SUCCINATE Tablet 47.5 mg (controlled release); 30,Minax XL,30,40.37,Medication
8734Q,RW,METOPROLOL SUCCINATE Tablet 95 mg (controlled release); 30,Metrol-XL 95,30,50.45,Medication
8734Q,AF,METOPROLOL SUCCINATE Tablet 95 mg (controlled release); 30,Minax XL,30,50.45,Medication
8734Q,AP,METOPROLOL SUCCINATE Tablet 95 mg (controlled release); 30,Toprol-XL 95,30,50.45,Medication
8735R,AF,METOPROLOL SUCCINATE Tablet 190 mg (controlled release); 30,Minax XL,30,63.06,Medication
8735R,AP,METOPROLOL SUCCINATE Tablet 190 mg (controlled release); 30,Toprol-XL 190,30,63.06,Medication
8735R,RW,METOPROLOL SUCCINATE Tablet 190 mg (controlled release); 30,Metrol-XL 190,30,63.06,Medication
8736T,SW,amisulpride 100 mg/mL oral liquid; 60 mL,Solian Solution,2,60.17,Medication
8737W,VE,adalimumab 40 mg/0.8 mL injection; 2 x 0.8 mL syringes,Humira,2,1383.58,Medication
8738X,AP,esomeprazole 20 mg tablet: enteric [14 tablets] (&) clarithromycin 500 mg tablet [14 tablets] (&) amoxycillin 500 mg capsule [28 capsules]; 1 pack,Nexium Hp7,1,31.67,Medication
8740B,PF,folinic acid 50 mg/5 mL injection; 5 mL vial,Leucovorin Calcium (Hospira Pty Limited),10,3.89,Medication
8741C,VE,adalimumab 40 mg/0.8 mL injection; 2 x 0.8 mL syringes,Humira,2,1383.58,Medication
8744F,VF,amino acid formula with vitamins and minerals without methionine powder for oral liquid; 30 x 25 g sachets,HCU express 15,4,701.1,Medication
8746H,SB,amino acid formula with vitamins and minerals without phenylalanine oral liquid; 18 x 250 mL,Easiphen,90,225.46,Medication
8748K,FK,ethacrynic acid 25 mg tablet; 100,Edecrin,200,76.66,Medication
8750M,AP,budesonide 400 microgram/actuation + eformoterol fumarate dihydrate 12 microgram/actuation powder for inhalation; 120 actuations,Symbicort Turbuhaler 400/12,1,69.85,Medication
8752P,FP,mesalazine 1 g suppository; 30,Pentasa,30,104.4,Medication
8753Q,FP,mesalazine 1 g/100 mL enema; 7 x 100 mL,Pentasa,4,68.88,Medication
8754R,SB,amino acid synthetic formula powder for oral liquid; 400 g,Neocate Advance,8,37.19,Medication
8755T,SB,amino acid synthetic formula powder for oral liquid; 400 g,Neocate Advance,8,37.19,Medication
8757X,MK,ezetimibe 10 mg tablet; 30,Ezetrol,30,51.85,Medication
8758Y,AL,trandolapril 4 mg capsule; 28,Gopten,28,8.36,Medication
8758Y,AF,trandolapril 4 mg capsule; 28,Tranalpha,28,8.36,Medication
8758Y,RW,trandolapril 4 mg capsule; 28,Dolapril 4,28,8.36,Medication
8760C,RW,captopril 5 mg/mL oral liquid; 95 mL,Capoten,1,89.12,Medication
8761D,SZ,oestradiol 25 microgram/24 hours patch; 8,Estradot 25,1,8.63,Medication
8762E,SZ,oestradiol 37.5 microgram/24 hours patch; 8,Estradot 37.5,1,8.63,Medication
8763F,SZ,oestradiol 50 microgram/24 hours patch; 8,Estradot 50,1,8.63,Medication
8764G,SZ,oestradiol 75 microgram/24 hours patch; 8,Estradot 75,1,10.28,Medication
8765H,SZ,oestradiol 100 microgram/24 hours patch; 8,Estradot 100,1,10.28,Medication
8767K,SW,sodium cromoglycate 1 mg/actuation pressurised inhalation; 200 actuations,Intal CFC-Free,1,21.9,Medication
8768L,OA,mesalazine 1 g/application enema; 14 applications,Salofalk,4,68.88,Medication
8769M,AP,gefitinib 250 mg tablet; 30,Iressa,30,1310.46,Medication
8770N,TX,galantamine 8 mg modified release capsule; 28,APO-Galantamine MR,28,23.3,Medication
8770N,JC,galantamine 8 mg modified release capsule; 28,Reminyl,28,23.3,Medication
8770N,EA,galantamine 8 mg modified release capsule; 28,Galantamine AN SR,28,23.3,Medication
8770N,AF,galantamine 8 mg modified release capsule; 28,Galantyl,28,23.3,Medication
8770N,RW,galantamine 8 mg modified release capsule; 28,Gamine XR,28,23.3,Medication
8771P,AF,galantamine 16 mg modified release capsule; 28,Galantyl,28,28.5,Medication
8771P,EA,galantamine 16 mg modified release capsule; 28,Galantamine AN SR,28,28.5,Medication
8771P,JC,galantamine 16 mg modified release capsule; 28,Reminyl,28,28.5,Medication
8771P,TX,galantamine 16 mg modified release capsule; 28,APO-Galantamine MR,28,28.5,Medication
8771P,RW,galantamine 16 mg modified release capsule; 28,Gamine XR,28,28.5,Medication
8772Q,TX,galantamine 24 mg modified release capsule; 28,APO-Galantamine MR,28,33.96,Medication
8772Q,RW,galantamine 24 mg modified release capsule; 28,Gamine XR,28,33.96,Medication
8772Q,EA,galantamine 24 mg modified release capsule; 28,Galantamine AN SR,28,33.96,Medication
8772Q,AF,galantamine 24 mg modified release capsule; 28,Galantyl,28,33.96,Medication
8772Q,JC,galantamine 24 mg modified release capsule; 28,Reminyl,28,33.96,Medication
8775W,AS,FONDAPARINUX SODIUM Injection 2.5 mg in 0.5 mL single dose pre-filled syringe; 2,Arixtra,7,29.75,Medication
8778B,PF,etanercept 25 mg injection [4 vials] (&) inert substance diluent [4 x 1 mL syringes]; 1 pack,Enbrel,2,774.25,Medication
8779C,PF,etanercept 25 mg injection [4 vials] (&) inert substance diluent [4 x 1 mL syringes]; 1 pack,Enbrel,2,774.25,Medication
8780D,JC,risperidone 25 mg modified release injection [1 vial] (&) inert substance diluent [2 mL syringe]; 1 pack,Risperdal Consta,2,117.5,Medication
8781E,JC,risperidone 37.5 mg modified release injection [1 vial] (&) inert substance diluent [2 mL syringe]; 1 pack,Risperdal Consta,2,153,Medication
8782F,JC,risperidone 50 mg modified release injection [1 vial] (&) inert substance diluent [2 mL syringe]; 1 pack,Risperdal Consta,2,188.13,Medication
8783G,CS,diphtheria toxoid 2 international units/0.5 mL + tetanus toxoid 20 international units/0.5 mL injection; 5 x 0.5 mL syringes,ADT Booster,5,55.36,Medication
8784H,SZ,paracetamol 500 mg tablet; 100,Paracetamol (Sandoz),300,1.53,Medication
8784H,EA,paracetamol 500 mg tablet; 100,Febridol,300,1.53,Medication
8784H,OW,paracetamol 500 mg tablet; 100,Paralgin,300,1.53,Medication
8784H,AF,paracetamol 500 mg tablet; 100,Parapane,300,1.53,Medication
8784H,GQ,paracetamol 500 mg tablet; 100,Generic Health Pty Ltd,300,1.53,Medication
8784H,SW,paracetamol 500 mg tablet; 100,Panamax,300,1.53,Medication
8784H,TX,paracetamol 500 mg tablet; 100,APO-Paracetamol,300,1.53,Medication
8785J,AV,CODEINE PHOSPHATE with PARACETAMOL Tablet 30 mg-500 mg; 20,Prodeine Forte,60,1.26,Medication
8785J,AL,CODEINE PHOSPHATE with PARACETAMOL Tablet 30 mg-500 mg; 20,Codapane Forte,60,1.26,Medication
8785J,TX,CODEINE PHOSPHATE with PARACETAMOL Tablet 30 mg-500 mg; 20,APO- Paracetamol/Codeine 500/30,60,1.26,Medication
8785J,SZ,CODEINE PHOSPHATE with PARACETAMOL Tablet 30 mg-500 mg; 20,Comfarol Forte,60,1.26,Medication
8785J,SW,CODEINE PHOSPHATE with PARACETAMOL Tablet 30 mg-500 mg; 20,Panadeine Forte,60,1.26,Medication
8785J,GQ,CODEINE PHOSPHATE with PARACETAMOL Tablet 30 mg-500 mg; 20,Paracetamol/Codeine GH 500/30,60,1.26,Medication
8785J,FM,CODEINE PHOSPHATE with PARACETAMOL Tablet 30 mg-500 mg; 20,Codalgin Forte,60,1.26,Medication
8787L,RW,risperidone 500 microgram tablet; 60,Rispa,60,6.63,Medication
8787L,AF,risperidone 500 microgram tablet; 60,Rixadone,60,6.63,Medication
8787L,RA,risperidone 500 microgram tablet; 60,Ozidal,60,6.63,Medication
8787L,EF,risperidone 500 microgram tablet; 60,Risperidone AMNEAL,60,6.63,Medication
8787L,ER,risperidone 500 microgram tablet; 60,Rispernia,60,6.63,Medication
8787L,CR,risperidone 500 microgram tablet; 60,Rispericor 0.5,60,6.63,Medication
8787L,SZ,risperidone 500 microgram tablet; 60,Risperidone Sandoz,60,6.63,Medication
8787L,EA,risperidone 500 microgram tablet; 60,Risperidone AN,60,6.63,Medication
8789N,TX,risperidone 1 mg tablet; 60,APO-Risperidone,60,7.22,Medication
8789N,ER,risperidone 1 mg tablet; 60,Rispernia,60,7.22,Medication
8789N,RA,risperidone 1 mg tablet; 60,Ozidal,60,7.22,Medication
8789N,SZ,risperidone 1 mg tablet; 60,Risperidone Sandoz,60,7.22,Medication
8789N,CR,risperidone 1 mg tablet; 60,Rispericor 1,60,7.22,Medication
8789N,EA,risperidone 1 mg tablet; 60,Risperidone AN,60,7.22,Medication
8789N,RW,risperidone 1 mg tablet; 60,Rispa,60,7.22,Medication
8789N,AF,risperidone 1 mg tablet; 60,Rixadone,60,7.22,Medication
8789N,JC,risperidone 1 mg tablet; 60,Risperdal,60,7.22,Medication
8789N,EF,risperidone 1 mg tablet; 60,Risperidone AMNEAL,60,7.22,Medication
8789N,GQ,risperidone 1 mg tablet; 60,Risperidone generichealth,60,7.22,Medication
8796Y,AP,budesonide 100 microgram/actuation + eformoterol fumarate dihydrate 6 microgram/actuation powder for inhalation; 120 actuations,Symbicort Turbuhaler 100/6,1,40.5,Medication
